dataset,video,n_frames,event_id,onset,duration
CDnet2014,busyBoulvard,2030,149,1605,14
CDnet2014,busyBoulvard,2030,150,1627,1
CDnet2014,busyBoulvard,2030,151,1630,1
CDnet2014,busyBoulvard,2030,152,1633,4
CDnet2014,busyBoulvard,2030,153,1638,6
CDnet2014,busyBoulvard,2030,154,1647,6
CDnet2014,busyBoulvard,2030,155,1654,4
CDnet2014,busyBoulvard,2030,156,1659,1
CDnet2014,busyBoulvard,2030,157,1661,2
CDnet2014,busyBoulvard,2030,158,1668,13
CDnet2014,busyBoulvard,2030,159,1690,2
CDnet2014,busyBoulvard,2030,160,1693,1
CDnet2014,busyBoulvard,2030,161,1697,1
CDnet2014,busyBoulvard,2030,162,1699,51
CDnet2014,busyBoulvard,2030,163,1751,1
CDnet2014,busyBoulvard,2030,164,1759,3
CDnet2014,busyBoulvard,2030,165,1767,12
CDnet2014,busyBoulvard,2030,166,1787,1
CDnet2014,busyBoulvard,2030,167,1789,3
CDnet2014,busyBoulvard,2030,168,1798,5
CDnet2014,busyBoulvard,2030,169,1828,1
CDnet2014,busyBoulvard,2030,170,1837,1
CDnet2014,busyBoulvard,2030,171,1839,2
CDnet2014,busyBoulvard,2030,172,1849,1
CDnet2014,busyBoulvard,2030,173,1851,3
CDnet2014,busyBoulvard,2030,174,1855,1
CDnet2014,busyBoulvard,2030,175,1857,1
CDnet2014,busyBoulvard,2030,176,1861,2
CDnet2014,busyBoulvard,2030,177,1864,7
CDnet2014,busyBoulvard,2030,178,1872,1
CDnet2014,busyBoulvard,2030,179,1875,1
CDnet2014,busyBoulvard,2030,180,1879,1
CDnet2014,busyBoulvard,2030,181,1882,2
CDnet2014,busyBoulvard,2030,182,1885,2
CDnet2014,busyBoulvard,2030,183,1888,12
CDnet2014,busyBoulvard,2030,184,1904,1
CDnet2014,busyBoulvard,2030,185,1909,1
CDnet2014,busyBoulvard,2030,186,1911,1
CDnet2014,busyBoulvard,2030,187,1913,2
CDnet2014,busyBoulvard,2030,188,1919,1
CDnet2014,busyBoulvard,2030,189,1923,3
CDnet2014,busyBoulvard,2030,190,1927,2
CDnet2014,busyBoulvard,2030,191,1933,1
CDnet2014,busyBoulvard,2030,192,1939,1
CDnet2014,busyBoulvard,2030,193,1941,3
CDnet2014,busyBoulvard,2030,194,1945,1
CDnet2014,busyBoulvard,2030,195,1948,7
CDnet2014,busyBoulvard,2030,196,1964,2
CDnet2014,busyBoulvard,2030,197,1972,3
CDnet2014,busyBoulvard,2030,198,1977,1
CDnet2014,busyBoulvard,2030,199,1979,1
CDnet2014,busyBoulvard,2030,200,1981,1
CDnet2014,busyBoulvard,2030,201,1990,1
CDnet2014,busyBoulvard,2030,202,1993,1
CDnet2014,busyBoulvard,2030,203,1995,2
CDnet2014,busyBoulvard,2030,204,2000,2
CDnet2014,busyBoulvard,2030,205,2006,1
CDnet2014,busyBoulvard,2030,206,2008,1
CDnet2014,busyBoulvard,2030,207,2010,15
CDnet2014,busyBoulvard,2030,208,2026,1
CDnet2014,busyBoulvard,2030,209,2029,1
CDnet2014,busyBoulvard,2030,210,2032,6
CDnet2014,busyBoulvard,2030,211,2041,2
CDnet2014,busyBoulvard,2030,212,2044,1
CDnet2014,busyBoulvard,2030,213,2047,4
CDnet2014,busyBoulvard,2030,214,2052,1
CDnet2014,busyBoulvard,2030,215,2054,1
CDnet2014,busyBoulvard,2030,216,2057,2
CDnet2014,busyBoulvard,2030,217,2060,1
CDnet2014,busyBoulvard,2030,218,2062,2
CDnet2014,busyBoulvard,2030,219,2070,3
CDnet2014,busyBoulvard,2030,220,2076,1
CDnet2014,busyBoulvard,2030,221,2083,1
CDnet2014,busyBoulvard,2030,222,2092,1
CDnet2014,busyBoulvard,2030,223,2094,1
CDnet2014,busyBoulvard,2030,224,2096,2
CDnet2014,busyBoulvard,2030,225,2099,3
CDnet2014,busyBoulvard,2030,226,2103,2
CDnet2014,busyBoulvard,2030,227,2110,1
CDnet2014,busyBoulvard,2030,228,2114,2
CDnet2014,busyBoulvard,2030,229,2117,1
CDnet2014,busyBoulvard,2030,230,2119,2
CDnet2014,busyBoulvard,2030,231,2122,2
CDnet2014,busyBoulvard,2030,232,2126,1
CDnet2014,busyBoulvard,2030,233,2129,1
CDnet2014,busyBoulvard,2030,234,2136,1
CDnet2014,busyBoulvard,2030,235,2138,2
CDnet2014,busyBoulvard,2030,236,2141,8
CDnet2014,busyBoulvard,2030,237,2156,1
CDnet2014,busyBoulvard,2030,238,2165,1
CDnet2014,busyBoulvard,2030,239,2170,9
CDnet2014,busyBoulvard,2030,240,2181,11
CDnet2014,busyBoulvard,2030,241,2193,63
CDnet2014,busyBoulvard,2030,242,2257,125
CDnet2014,busyBoulvard,2030,243,2383,26
CDnet2014,busyBoulvard,2030,244,2410,16
CDnet2014,busyBoulvard,2030,245,2430,67
CDnet2014,busyBoulvard,2030,246,2498,24
CDnet2014,busyBoulvard,2030,247,2523,8
CDnet2014,busyBoulvard,2030,248,2541,2
CDnet2014,busyBoulvard,2030,249,2545,2
CDnet2014,busyBoulvard,2030,250,2550,1
CDnet2014,busyBoulvard,2030,251,2555,1
CDnet2014,busyBoulvard,2030,252,2571,1
CDnet2014,busyBoulvard,2030,253,2574,2
CDnet2014,busyBoulvard,2030,254,2577,12
CDnet2014,busyBoulvard,2030,255,2600,1
CDnet2014,busyBoulvard,2030,256,2603,1
CDnet2014,busyBoulvard,2030,257,2605,1
CDnet2014,busyBoulvard,2030,258,2607,2
CDnet2014,busyBoulvard,2030,259,2611,2
CDnet2014,busyBoulvard,2030,260,2624,1
CDnet2014,busyBoulvard,2030,261,2631,2
CDnet2014,busyBoulvard,2030,262,2641,1
CDnet2014,busyBoulvard,2030,263,2644,1
CDnet2014,busyBoulvard,2030,264,2646,1
CDnet2014,busyBoulvard,2030,265,2648,1
CDnet2014,busyBoulvard,2030,266,2651,2
CDnet2014,busyBoulvard,2030,267,2655,1
CDnet2014,busyBoulvard,2030,268,2659,1
CDnet2014,busyBoulvard,2030,269,2663,1
CDnet2014,busyBoulvard,2030,270,2667,8
CDnet2014,busyBoulvard,2030,271,2676,24
CDnet2014,busyBoulvard,2030,272,2708,7
CDnet2014,busyBoulvard,2030,273,2716,2
CDnet2014,busyBoulvard,2030,274,2722,1
CDnet2014,busyBoulvard,2030,275,2725,2
CDnet2014,busyBoulvard,2030,276,2736,1
CDnet2014,busyBoulvard,2030,277,2758,1
CDnet2014,fluidHighway,964,0,404,2
CDnet2014,fluidHighway,964,1,409,11
CDnet2014,fluidHighway,964,2,421,57
CDnet2014,fluidHighway,964,3,484,1
CDnet2014,fluidHighway,964,4,491,2
CDnet2014,fluidHighway,964,5,515,2
CDnet2014,fluidHighway,964,6,518,17
CDnet2014,fluidHighway,964,7,536,3
CDnet2014,fluidHighway,964,8,541,3
CDnet2014,fluidHighway,964,9,545,2
CDnet2014,fluidHighway,964,10,548,3
CDnet2014,fluidHighway,964,11,553,7
CDnet2014,fluidHighway,964,12,568,1
CDnet2014,fluidHighway,964,13,573,1
CDnet2014,fluidHighway,964,14,586,1
CDnet2014,fluidHighway,964,15,589,3
CDnet2014,fluidHighway,964,16,604,1
CDnet2014,fluidHighway,964,17,606,1
CDnet2014,fluidHighway,964,18,614,1
CDnet2014,fluidHighway,964,19,623,3
CDnet2014,fluidHighway,964,20,646,6
CDnet2014,fluidHighway,964,21,656,2
CDnet2014,fluidHighway,964,22,682,3
CDnet2014,fluidHighway,964,23,686,2
CDnet2014,fluidHighway,964,24,689,4
CDnet2014,fluidHighway,964,25,695,5
CDnet2014,fluidHighway,964,26,703,4
CDnet2014,fluidHighway,964,27,708,1
CDnet2014,fluidHighway,964,28,710,2
CDnet2014,fluidHighway,964,29,713,5
CDnet2014,fluidHighway,964,30,719,2
CDnet2014,fluidHighway,964,31,788,53
CDnet2014,fluidHighway,964,32,842,1
CDnet2014,fluidHighway,964,33,844,13
CDnet2014,fluidHighway,964,34,859,1
CDnet2014,fluidHighway,964,35,865,1
CDnet2014,fluidHighway,964,36,874,1
CDnet2014,fluidHighway,964,37,879,2
CDnet2014,fluidHighway,964,38,883,1
CDnet2014,fluidHighway,964,39,887,2
CDnet2014,fluidHighway,964,40,892,1
CDnet2014,fluidHighway,964,41,920,2
CDnet2014,fluidHighway,964,42,924,5
CDnet2014,fluidHighway,964,43,935,2
CDnet2014,fluidHighway,964,44,945,1
CDnet2014,fluidHighway,964,45,947,1
CDnet2014,fluidHighway,964,46,952,1
CDnet2014,fluidHighway,964,47,956,2
CDnet2014,fluidHighway,964,48,959,2
CDnet2014,fluidHighway,964,49,962,2
CDnet2014,fluidHighway,964,50,965,9
CDnet2014,fluidHighway,964,51,980,2
CDnet2014,fluidHighway,964,52,986,20
CDnet2014,fluidHighway,964,53,1007,7
CDnet2014,fluidHighway,964,54,1015,12
CDnet2014,fluidHighway,964,55,1028,32
CDnet2014,fluidHighway,964,56,1063,49
CDnet2014,fluidHighway,964,57,1114,4
CDnet2014,fluidHighway,964,58,1119,1
CDnet2014,fluidHighway,964,59,1121,17
CDnet2014,fluidHighway,964,60,1143,13
CDnet2014,fluidHighway,964,61,1157,11
CDnet2014,fluidHighway,964,62,1169,12
CDnet2014,fluidHighway,964,63,1182,8
CDnet2014,fluidHighway,964,64,1193,2
CDnet2014,fluidHighway,964,65,1196,6
CDnet2014,fluidHighway,964,66,1204,3
CDnet2014,fluidHighway,964,67,1208,23
CDnet2014,fluidHighway,964,68,1234,3
CDnet2014,fluidHighway,964,69,1240,1
CDnet2014,fluidHighway,964,70,1246,9
CDnet2014,fluidHighway,964,71,1258,4
CDnet2014,fluidHighway,964,72,1271,6
CDnet2014,fluidHighway,964,73,1343,5
CDnet2014,fluidHighway,964,74,1351,1
CDnet2014,fluidHighway,964,75,1359,5
CDnet2014,streetCornerAtNight,4400,0,869,31
CDnet2014,streetCornerAtNight,4400,1,904,2
CDnet2014,streetCornerAtNight,4400,2,909,9
CDnet2014,streetCornerAtNight,4400,3,966,47
CDnet2014,streetCornerAtNight,4400,4,1015,1
CDnet2014,streetCornerAtNight,4400,5,1147,1
CDnet2014,streetCornerAtNight,4400,6,1156,2
CDnet2014,streetCornerAtNight,4400,7,1161,1
CDnet2014,streetCornerAtNight,4400,8,1164,1
CDnet2014,streetCornerAtNight,4400,9,1237,4
CDnet2014,streetCornerAtNight,4400,10,1245,6
CDnet2014,streetCornerAtNight,4400,11,1252,2
CDnet2014,streetCornerAtNight,4400,12,1260,5
CDnet2014,streetCornerAtNight,4400,13,1268,1
CDnet2014,streetCornerAtNight,4400,14,1270,2
CDnet2014,streetCornerAtNight,4400,15,1273,8
CDnet2014,streetCornerAtNight,4400,16,1347,1
CDnet2014,streetCornerAtNight,4400,17,1349,2
CDnet2014,streetCornerAtNight,4400,18,1356,3
CDnet2014,streetCornerAtNight,4400,19,1508,32
CDnet2014,streetCornerAtNight,4400,20,1547,2
CDnet2014,streetCornerAtNight,4400,21,1565,1
CDnet2014,streetCornerAtNight,4400,22,1569,1
CDnet2014,streetCornerAtNight,4400,23,1571,2
CDnet2014,streetCornerAtNight,4400,24,1575,2
CDnet2014,streetCornerAtNight,4400,25,1658,1
CDnet2014,streetCornerAtNight,4400,26,1661,11
CDnet2014,streetCornerAtNight,4400,27,1762,4
CDnet2014,streetCornerAtNight,4400,28,1769,1
CDnet2014,streetCornerAtNight,4400,29,1771,1
CDnet2014,streetCornerAtNight,4400,30,1776,15
CDnet2014,streetCornerAtNight,4400,31,1833,4
CDnet2014,streetCornerAtNight,4400,32,1877,2
CDnet2014,streetCornerAtNight,4400,33,1912,1
CDnet2014,streetCornerAtNight,4400,34,2056,1
CDnet2014,streetCornerAtNight,4400,35,2116,1
CDnet2014,streetCornerAtNight,4400,36,2137,2
CDnet2014,streetCornerAtNight,4400,37,2233,1
CDnet2014,streetCornerAtNight,4400,38,2311,1
CDnet2014,streetCornerAtNight,4400,39,2339,2
CDnet2014,streetCornerAtNight,4400,40,2471,6
CDnet2014,streetCornerAtNight,4400,41,2478,1
CDnet2014,streetCornerAtNight,4400,42,2480,8
CDnet2014,streetCornerAtNight,4400,43,2489,4
CDnet2014,streetCornerAtNight,4400,44,2494,4
CDnet2014,streetCornerAtNight,4400,45,2569,2
CDnet2014,streetCornerAtNight,4400,46,2580,3
CDnet2014,streetCornerAtNight,4400,47,2584,2
CDnet2014,streetCornerAtNight,4400,48,2588,10
CDnet2014,streetCornerAtNight,4400,49,2599,1
CDnet2014,streetCornerAtNight,4400,50,2601,14
CDnet2014,streetCornerAtNight,4400,51,2616,5
CDnet2014,streetCornerAtNight,4400,52,2758,1
CDnet2014,streetCornerAtNight,4400,53,2760,3
CDnet2014,streetCornerAtNight,4400,54,2764,1
CDnet2014,streetCornerAtNight,4400,55,2770,7
CDnet2014,streetCornerAtNight,4400,56,2778,1
CDnet2014,streetCornerAtNight,4400,57,2780,1
CDnet2014,streetCornerAtNight,4400,58,2782,51
CDnet2014,streetCornerAtNight,4400,59,2837,1
CDnet2014,streetCornerAtNight,4400,60,2886,2
CDnet2014,streetCornerAtNight,4400,61,2891,1
CDnet2014,streetCornerAtNight,4400,62,2936,1
CDnet2014,streetCornerAtNight,4400,63,2938,1
CDnet2014,streetCornerAtNight,4400,64,2940,2
CDnet2014,streetCornerAtNight,4400,65,2972,5
CDnet2014,streetCornerAtNight,4400,66,2979,2
CDnet2014,streetCornerAtNight,4400,67,2982,22
CDnet2014,streetCornerAtNight,4400,68,3161,13
CDnet2014,streetCornerAtNight,4400,69,3184,1
CDnet2014,streetCornerAtNight,4400,70,3186,4
CDnet2014,streetCornerAtNight,4400,71,3303,1
CDnet2014,streetCornerAtNight,4400,72,3395,2
CDnet2014,streetCornerAtNight,4400,73,3461,1
CDnet2014,streetCornerAtNight,4400,74,3765,1
CDnet2014,streetCornerAtNight,4400,75,3811,1
CDnet2014,streetCornerAtNight,4400,76,3817,1
CDnet2014,streetCornerAtNight,4400,77,3819,4
CDnet2014,streetCornerAtNight,4400,78,3824,8
CDnet2014,streetCornerAtNight,4400,79,3839,1
CDnet2014,streetCornerAtNight,4400,80,3841,1
CDnet2014,streetCornerAtNight,4400,81,3847,11
CDnet2014,streetCornerAtNight,4400,82,3871,1
CDnet2014,streetCornerAtNight,4400,83,3875,1
CDnet2014,streetCornerAtNight,4400,84,3878,1
CDnet2014,streetCornerAtNight,4400,85,3890,1
CDnet2014,streetCornerAtNight,4400,86,3895,1
CDnet2014,streetCornerAtNight,4400,87,3951,1
CDnet2014,streetCornerAtNight,4400,88,3956,45
CDnet2014,streetCornerAtNight,4400,89,4004,1
CDnet2014,streetCornerAtNight,4400,90,4010,2
CDnet2014,streetCornerAtNight,4400,91,4168,7
CDnet2014,streetCornerAtNight,4400,92,4176,1
CDnet2014,streetCornerAtNight,4400,93,4178,4
CDnet2014,streetCornerAtNight,4400,94,4183,1
CDnet2014,streetCornerAtNight,4400,95,4185,26
CDnet2014,streetCornerAtNight,4400,96,4212,6
CDnet2014,streetCornerAtNight,4400,97,4220,5
CDnet2014,streetCornerAtNight,4400,98,4226,2
CDnet2014,streetCornerAtNight,4400,99,4229,2
CDnet2014,streetCornerAtNight,4400,100,4285,5
CDnet2014,streetCornerAtNight,4400,101,4291,1
CDnet2014,streetCornerAtNight,4400,102,4296,3
CDnet2014,streetCornerAtNight,4400,103,4439,1
CDnet2014,streetCornerAtNight,4400,104,4443,1
CDnet2014,streetCornerAtNight,4400,105,4452,13
CDnet2014,streetCornerAtNight,4400,106,4466,11
CDnet2014,streetCornerAtNight,4400,107,4478,1
CDnet2014,streetCornerAtNight,4400,108,4499,1
CDnet2014,streetCornerAtNight,4400,109,4520,1
CDnet2014,streetCornerAtNight,4400,110,4528,1
CDnet2014,streetCornerAtNight,4400,111,4530,4
CDnet2014,streetCornerAtNight,4400,112,4535,4
CDnet2014,streetCornerAtNight,4400,113,4547,5
CDnet2014,streetCornerAtNight,4400,114,4554,1
CDnet2014,streetCornerAtNight,4400,115,4557,1
CDnet2014,streetCornerAtNight,4400,116,4559,1
CDnet2014,streetCornerAtNight,4400,117,4569,1
CDnet2014,streetCornerAtNight,4400,118,4576,1
CDnet2014,streetCornerAtNight,4400,119,4605,1
CDnet2014,streetCornerAtNight,4400,120,4607,1
CDnet2014,streetCornerAtNight,4400,121,4657,5
CDnet2014,streetCornerAtNight,4400,122,4663,1
CDnet2014,streetCornerAtNight,4400,123,4666,1
CDnet2014,streetCornerAtNight,4400,124,4668,2
CDnet2014,streetCornerAtNight,4400,125,4674,1
CDnet2014,streetCornerAtNight,4400,126,4708,1
CDnet2014,streetCornerAtNight,4400,127,4713,2
CDnet2014,streetCornerAtNight,4400,128,4777,1
CDnet2014,streetCornerAtNight,4400,129,4783,1
CDnet2014,streetCornerAtNight,4400,130,4785,6
CDnet2014,streetCornerAtNight,4400,131,4794,46
CDnet2014,streetCornerAtNight,4400,132,4841,1
CDnet2014,streetCornerAtNight,4400,133,4843,7
CDnet2014,streetCornerAtNight,4400,134,4851,2
CDnet2014,streetCornerAtNight,4400,135,4854,17
CDnet2014,streetCornerAtNight,4400,136,4872,2
CDnet2014,streetCornerAtNight,4400,137,4875,1
CDnet2014,streetCornerAtNight,4400,138,4877,2
CDnet2014,streetCornerAtNight,4400,139,4880,3
CDnet2014,streetCornerAtNight,4400,140,4890,1
CDnet2014,streetCornerAtNight,4400,141,4896,6
CDnet2014,streetCornerAtNight,4400,142,4903,1
CDnet2014,streetCornerAtNight,4400,143,4953,1
CDnet2014,streetCornerAtNight,4400,144,5012,1
CDnet2014,streetCornerAtNight,4400,145,5014,2
CDnet2014,tramStation,2500,0,500,42
CDnet2014,tramStation,2500,1,543,12
CDnet2014,tramStation,2500,2,556,1
CDnet2014,tramStation,2500,3,579,1
CDnet2014,tramStation,2500,4,583,3
CDnet2014,tramStation,2500,5,590,1
CDnet2014,tramStation,2500,6,592,1
CDnet2014,tramStation,2500,7,601,1
CDnet2014,tramStation,2500,8,604,28
CDnet2014,tramStation,2500,9,633,17
CDnet2014,tramStation,2500,10,651,3
CDnet2014,tramStation,2500,11,656,17
CDnet2014,tramStation,2500,12,674,2
CDnet2014,tramStation,2500,13,677,115
CDnet2014,tramStation,2500,14,793,1
CDnet2014,tramStation,2500,15,797,1
CDnet2014,tramStation,2500,16,799,3
CDnet2014,tramStation,2500,17,803,2
CDnet2014,tramStation,2500,18,806,2
CDnet2014,tramStation,2500,19,809,1
CDnet2014,tramStation,2500,20,811,10
CDnet2014,tramStation,2500,21,822,2
CDnet2014,tramStation,2500,22,825,1
CDnet2014,tramStation,2500,23,828,2
CDnet2014,tramStation,2500,24,833,1
CDnet2014,tramStation,2500,25,835,2
CDnet2014,tramStation,2500,26,838,1
CDnet2014,tramStation,2500,27,841,1
CDnet2014,tramStation,2500,28,843,1
CDnet2014,tramStation,2500,29,846,1
CDnet2014,tramStation,2500,30,848,1
CDnet2014,tramStation,2500,31,852,1
CDnet2014,tramStation,2500,32,855,1
CDnet2014,tramStation,2500,33,857,1
CDnet2014,tramStation,2500,34,859,11
CDnet2014,tramStation,2500,35,872,17
CDnet2014,tramStation,2500,36,890,63
CDnet2014,tramStation,2500,37,954,251
CDnet2014,tramStation,2500,38,1208,3
CDnet2014,tramStation,2500,39,1212,23
CDnet2014,tramStation,2500,40,1236,6
CDnet2014,tramStation,2500,41,1243,39
CDnet2014,tramStation,2500,42,1285,171
CDnet2014,tramStation,2500,43,1457,149
CDnet2014,tramStation,2500,44,1607,7
CDnet2014,tramStation,2500,45,1615,61
CDnet2014,tramStation,2500,46,1677,8
CDnet2014,tramStation,2500,47,1686,235
CDnet2014,tramStation,2500,48,1922,753
CDnet2014,tramStation,2500,49,2676,130
CDnet2014,tramStation,2500,50,2807,8
CDnet2014,tramStation,2500,51,2818,3
CDnet2014,tramStation,2500,52,2825,5
CDnet2014,tramStation,2500,53,2831,4
CDnet2014,tramStation,2500,54,2840,11
CDnet2014,tramStation,2500,55,2856,3
CDnet2014,tramStation,2500,56,2860,26
CDnet2014,tramStation,2500,57,2887,3
CDnet2014,tramStation,2500,58,2891,2
CDnet2014,tramStation,2500,59,2894,1
CDnet2014,tramStation,2500,60,2896,6
CDnet2014,tramStation,2500,61,2903,14
CDnet2014,tramStation,2500,62,2919,1
CDnet2014,tramStation,2500,63,2921,28
CDnet2014,tramStation,2500,64,2950,2
CDnet2014,tramStation,2500,65,2953,1
CDnet2014,tramStation,2500,66,2955,45
CDnet2014,winterStreet,885,0,900,181
CDnet2014,winterStreet,885,1,1082,39
CDnet2014,winterStreet,885,2,1122,1
CDnet2014,winterStreet,885,3,1124,19
CDnet2014,winterStreet,885,4,1145,3
CDnet2014,winterStreet,885,5,1194,2
CDnet2014,winterStreet,885,6,1198,1
CDnet2014,winterStreet,885,7,1207,1
CDnet2014,winterStreet,885,8,1213,1
CDnet2014,winterStreet,885,9,1219,2
CDnet2014,winterStreet,885,10,1223,46
CDnet2014,winterStreet,885,11,1270,1
CDnet2014,winterStreet,885,12,1272,1
CDnet2014,winterStreet,885,13,1274,15
CDnet2014,winterStreet,885,14,1291,186
CDnet2014,winterStreet,885,15,1478,4
CDnet2014,winterStreet,885,16,1484,3
CDnet2014,winterStreet,885,17,1493,1
CDnet2014,winterStreet,885,18,1505,1
CDnet2014,winterStreet,885,19,1507,1
CDnet2014,winterStreet,885,20,1510,3
CDnet2014,winterStreet,885,21,1514,1
CDnet2014,winterStreet,885,22,1517,4
CDnet2014,winterStreet,885,23,1522,2
CDnet2014,winterStreet,885,24,1526,3
CDnet2014,winterStreet,885,25,1530,223
CDnet2014,winterStreet,885,26,1755,30
CDnet2014,backdoor,1600,0,400,1600
CDnet2014,bungalows,1400,0,300,1400
CDnet2014,busStation,950,0,300,840
CDnet2014,busStation,950,1,1152,2
CDnet2014,copyMachine,2900,0,500,883
CDnet2014,copyMachine,2900,1,1385,2
CDnet2014,copyMachine,2900,2,1440,1
CDnet2014,copyMachine,2900,3,1442,909
CDnet2014,copyMachine,2900,4,2352,1
CDnet2014,copyMachine,2900,5,2354,5
CDnet2014,copyMachine,2900,6,2393,6
CDnet2014,copyMachine,2900,7,2400,366
CDnet2014,copyMachine,2900,8,2767,25
CDnet2014,copyMachine,2900,9,2793,9
CDnet2014,copyMachine,2900,10,2803,9
CDnet2014,copyMachine,2900,11,2818,2
CDnet2014,copyMachine,2900,12,2821,1
CDnet2014,copyMachine,2900,13,2825,1
CDnet2014,copyMachine,2900,14,2828,1
CDnet2014,copyMachine,2900,15,2832,1
CDnet2014,copyMachine,2900,16,2834,3
CDnet2014,copyMachine,2900,17,2838,5
CDnet2014,copyMachine,2900,18,2909,7
CDnet2014,copyMachine,2900,19,2917,309
CDnet2014,copyMachine,2900,20,3234,2
CDnet2014,copyMachine,2900,21,3239,1
CDnet2014,copyMachine,2900,22,3241,2
CDnet2014,copyMachine,2900,23,3249,151
CDnet2014,cubicle,6300,0,1100,6300
CDnet2014,peopleInShade,949,0,287,79
CDnet2014,peopleInShade,949,1,437,70
CDnet2014,peopleInShade,949,2,574,230
CDnet2014,peopleInShade,949,3,833,137
CDnet2014,peopleInShade,949,4,1056,62
CDnet2014,corridor,4900,0,574,1
CDnet2014,corridor,4900,1,576,2
CDnet2014,corridor,4900,2,579,15
CDnet2014,corridor,4900,3,595,288
CDnet2014,corridor,4900,4,884,141
CDnet2014,corridor,4900,5,1026,4
CDnet2014,corridor,4900,6,1031,6
CDnet2014,corridor,4900,7,1038,5
CDnet2014,corridor,4900,8,1044,5
CDnet2014,corridor,4900,9,1050,75
CDnet2014,corridor,4900,10,1126,1
CDnet2014,corridor,4900,11,1129,34
CDnet2014,corridor,4900,12,1165,3
CDnet2014,corridor,4900,13,1169,8
CDnet2014,corridor,4900,14,1178,2
CDnet2014,corridor,4900,15,1181,1
CDnet2014,corridor,4900,16,1183,2
CDnet2014,corridor,4900,17,1186,4
CDnet2014,corridor,4900,18,1192,2
CDnet2014,corridor,4900,19,1196,3
CDnet2014,corridor,4900,20,1201,2
CDnet2014,corridor,4900,21,1205,4
CDnet2014,corridor,4900,22,1210,1
CDnet2014,corridor,4900,23,1212,1
CDnet2014,corridor,4900,24,1220,1
CDnet2014,corridor,4900,25,1226,1
CDnet2014,corridor,4900,26,1233,1
CDnet2014,corridor,4900,27,1235,1
CDnet2014,corridor,4900,28,1237,1
CDnet2014,corridor,4900,29,1239,1
CDnet2014,corridor,4900,30,1242,11
CDnet2014,corridor,4900,31,1254,4
CDnet2014,corridor,4900,32,1259,3
CDnet2014,corridor,4900,33,1263,20
CDnet2014,corridor,4900,34,1284,2
CDnet2014,corridor,4900,35,1287,13
CDnet2014,corridor,4900,36,1302,1
CDnet2014,corridor,4900,37,1304,16
CDnet2014,corridor,4900,38,1321,9
CDnet2014,corridor,4900,39,1331,25
CDnet2014,corridor,4900,40,1357,2
CDnet2014,corridor,4900,41,1360,1
CDnet2014,corridor,4900,42,1362,1
CDnet2014,corridor,4900,43,1366,3
CDnet2014,corridor,4900,44,1370,3
CDnet2014,corridor,4900,45,1374,2
CDnet2014,corridor,4900,46,1377,1
CDnet2014,corridor,4900,47,1379,5
CDnet2014,corridor,4900,48,1385,209
CDnet2014,corridor,4900,49,1595,3
CDnet2014,corridor,4900,50,1599,432
CDnet2014,corridor,4900,51,2032,4
CDnet2014,corridor,4900,52,2037,15
CDnet2014,corridor,4900,53,2053,1
CDnet2014,corridor,4900,54,2337,1
CDnet2014,corridor,4900,55,2339,1
CDnet2014,corridor,4900,56,2341,2
CDnet2014,corridor,4900,57,2345,43
CDnet2014,corridor,4900,58,2393,209
CDnet2014,corridor,4900,59,2604,1
CDnet2014,corridor,4900,60,2992,1
CDnet2014,corridor,4900,61,2994,12
CDnet2014,corridor,4900,62,3008,3
CDnet2014,corridor,4900,63,3019,5
CDnet2014,corridor,4900,64,3025,4
CDnet2014,corridor,4900,65,3030,70
CDnet2014,corridor,4900,66,3102,1
CDnet2014,corridor,4900,67,3106,25
CDnet2014,corridor,4900,68,3137,9
CDnet2014,corridor,4900,69,3147,4
CDnet2014,corridor,4900,70,3152,2
CDnet2014,corridor,4900,71,3155,28
CDnet2014,corridor,4900,72,3184,3
CDnet2014,corridor,4900,73,3202,6
CDnet2014,corridor,4900,74,3211,3
CDnet2014,corridor,4900,75,3221,2
CDnet2014,corridor,4900,76,3243,29
CDnet2014,corridor,4900,77,3273,1
CDnet2014,corridor,4900,78,3275,7
CDnet2014,corridor,4900,79,3284,5
CDnet2014,corridor,4900,80,3290,1
CDnet2014,corridor,4900,81,3304,3
CDnet2014,corridor,4900,82,3308,2
CDnet2014,corridor,4900,83,3314,1
CDnet2014,corridor,4900,84,3316,3
CDnet2014,corridor,4900,85,3320,9
CDnet2014,corridor,4900,86,3331,15
CDnet2014,corridor,4900,87,3350,5
CDnet2014,corridor,4900,88,3358,1
CDnet2014,corridor,4900,89,3362,1
CDnet2014,corridor,4900,90,3364,1
CDnet2014,corridor,4900,91,3366,4
CDnet2014,corridor,4900,92,3372,3
CDnet2014,corridor,4900,93,3393,1
CDnet2014,corridor,4900,94,3400,1
CDnet2014,corridor,4900,95,3407,1
CDnet2014,corridor,4900,96,3413,1
CDnet2014,corridor,4900,97,3416,2
CDnet2014,corridor,4900,98,3419,1
CDnet2014,corridor,4900,99,3421,26
CDnet2014,corridor,4900,100,3448,16
CDnet2014,corridor,4900,101,3465,9
CDnet2014,corridor,4900,102,3475,2
CDnet2014,corridor,4900,103,3478,5
CDnet2014,corridor,4900,104,3484,1
CDnet2014,corridor,4900,105,3486,7
CDnet2014,corridor,4900,106,3494,4
CDnet2014,corridor,4900,107,3499,1
CDnet2014,corridor,4900,108,3503,1
CDnet2014,corridor,4900,109,3506,2
